Station1,Station2,Frequency,Station1_lat,Station1_lon,Station2_lat,Station2_lon
捷運景美站(2號出口),萬和三號公園(北側),149,24.99366,121.54124,25.00345,121.53636
景華街128巷口,興豐公園,168,24.99543,121.54725,24.99982,121.54761
木柵公園,臺北轉運站(華陰街),329,24.98718,121.56059,25.04937,121.51914
景行公園,興豐公園,130,24.99279,121.54255,24.99982,121.54761
捷運古亭站(2號出口),羅斯福三段金門街口,849,25.0255,121.52346,25.02345,121.52498
捷運古亭站(2號出口),紀州庵,614,25.0255,121.52346,25.02092,121.52049
南昌公園,和平重慶路口,257,25.02698,121.52081,25.02723,121.51659
捷運善導寺站(3號出口),捷運臺大醫院站(4號出口),141,25.04428,121.52336,25.04297,121.51643
延平南路133巷口,捷運臺大醫院站(1號出口),117,25.03792,121.50846,25.04074,121.51586
捷運臺大醫院站(4號出口),永樂市場,257,25.04297,121.51643,25.05454,121.51052
基隆忠孝路口西南側,臺北轉運站,114,25.04108,121.5629,25.04842,121.51994
捷運忠孝新生站(1號出口),捷運忠孝新生站(2號出口),338,25.04272,121.53207,25.04235,121.53222
光華商場,南京太原路口,109,25.04478,121.53274,25.05366,121.51638
光華商場,基隆忠孝路口西南側,185,25.04478,121.53274,25.04108,121.5629
捷運西門站(3號出口),捷運西門站(5號出口),459,25.04178,121.50869,25.04244,121.50864
捷運西門站(3號出口),永樂市場,162,25.04178,121.50869,25.05454,121.51052
光華商場,捷運西門站(3號出口),106,25.04478,121.53274,25.04178,121.50869
忠孝西重慶南路口,捷運龍山寺站(1號出口),130,25.04724,121.51272,25.03535,121.49938
捷運劍南路站(2號出口),捷運大直站(1號出口),219,25.08401,121.55535,25.0801,121.54708
三興國小,臨江街夜市(基隆路),199,25.02969,121.55766,25.02931,121.55721
中山天母路口,捷運石牌站(2號出口),537,25.11856,121.52964,25.11451,121.51567
士林運動中心,華齡街185巷口,143,25.08911,121.52154,25.08828,121.51985
捷運劍潭站(2號出口),百齡國小,1975,25.08388,121.52535,25.08521,121.51918
下埤公園,第二果菜批發市場,154,25.06682,121.54213,25.06642,121.53735
捷運中山國中站,林森公園,142,25.06106,121.54406,25.05223,121.52581
捷運中山國中站,敦北公園,153,25.06106,121.54406,25.06118,121.55098
捷運中山國中站,民權龍江路口,585,25.06106,121.54406,25.06225,121.54107
捷運行天宮站(3號出口),龍門廣場,129,25.05992,121.5333,25.04092,121.54825
捷運行天宮站(3號出口),民生活動中心,122,25.05992,121.5333,25.05907,121.56305
捷運中山站(2號出口),榮星花園,185,25.05228,121.52176,25.06424,121.54037
捷運中山國小站(4號出口),林安泰古厝,153,25.06283,121.52697,25.07154,121.53058
林安泰古厝,臺北市立美術館_1,127,25.07154,121.53058,25.07063,121.52327
捷運中山站(2號出口),捷運北門站(3號出口),264,25.05228,121.52176,25.04991,121.5104
捷運忠孝敦化站(2號出口),林森長春路口,116,25.04153,121.5524,25.05497,121.52536
捷運中山站(5號出口),林森長春路口,215,25.05296,121.51938,25.05497,121.52536
永樂市場,錦州吉林路口,110,25.05454,121.51052,25.06028,121.52991
中山北路二段59巷口,捷運雙連站(2號出口),222,25.05606,121.5229,25.05826,121.52063
捷運中山國小站(4號出口),新生農安街口,226,25.06283,121.52697,25.06493,121.52778
五常國中,濱江國小游泳池,327,25.06505,121.54366,25.07818,121.56175
文湖街21巷118弄口,碧湖公園,132,25.09122,121.55961,25.07988,121.58287
三軍總醫院,捷運文德站(2號出口),119,25.07151,121.58991,25.07842,121.58464
捷運東湖站,金龍公園,101,25.06664,121.61351,25.08554,121.59076
捷運港墘站(1號出口),麗山國小,223,25.08004,121.57568,25.0826,121.57158
樂群二敬業四路口,舊宗新湖三路口,106,25.07976,121.55813,25.06321,121.57681
捷運北投站,關渡宮,224,25.13187,121.499,25.11739,121.46288
捷運石牌站(2號出口),陽明大學,437,25.11451,121.51567,25.11912,121.51223
北投運動中心,捷運明德站(3號出口),414,25.11666,121.50962,25.11,121.51841
大豐公園,洲美運動公園,102,25.13102,121.50408,25.10981,121.49886
北投公園露天溫泉,捷運新北投站,210,25.13684,121.50792,25.13733,121.50339
光明溫泉路口,捷運北投站(1號出口),440,25.13431,121.50226,25.13258,121.49862
捷運松山站(4號出口),福德公園,231,25.04987,121.57785,25.03841,121.58355
捷運中山站(2號出口),捷運南京三民站(2號出口),250,25.05228,121.52176,25.05136,121.56283
民權復興路口,民權東路三段106巷口,249,25.0622,121.54565,25.062,121.54472
三民路166巷口,捷運南京三民站(1號出口),200,25.0619,121.56328,25.05155,121.5636
健安新城,民生國小(敦化北路199巷),130,25.05606,121.56345,25.05633,121.55286
捷運南京復興站(5號出口),松仁路95巷口,161,25.05168,121.54506,25.03656,121.56866
捷運南京復興站(5號出口),捷運永春站(2號出口),148,25.05168,121.54506,25.0405,121.57538
捷運市政府站(3號出口),臺北田徑場,218,25.04084,121.56789,25.04951,121.54941
捷運中山站(2號出口),臺北田徑場,144,25.05228,121.52176,25.04951,121.54941
捷運大直站(3號出口),饒河疏散門(基四號疏散門),208,25.07923,121.5473,25.05147,121.57683
力行橋(南港),饒河疏散門(基四號疏散門),148,25.05172,121.61686,25.05147,121.57683
捷運松山站(3號出口),松德虎林街口,149,25.04962,121.57746,25.0383,121.5762
捷運松山站(3號出口),松山家商(林口街),155,25.04962,121.57746,25.03593,121.57906
捷運松山站(1號出口),饒河疏散門(基四號疏散門),432,25.05014,121.57692,25.05147,121.57683
捷運小巨蛋站(5號出口)_1,民生光復路口,213,25.05181,121.5521,25.05834,121.55496
捷運南港展覽館站(5號出口),捷運南港展覽館站(7號出口),103,25.05469,121.61669,25.05436,121.6181
南港車站(興華路),東陽公園,258,25.05343,121.60633,25.05716,121.59792
三軍總醫院,九華公園,158,25.07151,121.58991,25.08844,121.56122
捷運港墘站(1號出口),舊宗新湖三路口,125,25.08004,121.57568,25.06321,121.57681
捷運象山站(2號出口),泰和公園,666,25.03222,121.56974,25.0193,121.57105
捷運國父紀念館站(2號出口),象山公園,223,25.04122,121.55745,25.02863,121.56981
松仁路253巷3弄,松山車站,426,25.02678,121.56884,25.0489,121.57841
中全公園,捷運永春站(2號出口),549,25.0382,121.57495,25.0405,121.57538
寶興長泰街口(西南角),西本願寺廣場,148,25.0216,121.49597,25.04099,121.50769
捷運龍山寺站(1號出口),萬華266號綠地,279,25.03535,121.49938,25.0403,121.50197
士林運動中心,捷運關渡站(1號出口),493,25.08911,121.52154,25.12397,121.46712
大豐公園,捷運奇岩站(三合街),494,25.13102,121.50408,25.12634,121.50099
北投運動中心,台北護理大學,224,25.11666,121.50962,25.11752,121.51662
德昌街10巷口,萬大國小(萬大路344巷口),157,25.02533,121.4996,25.02376,121.49986
洛陽停車場,青年公園棒球場,173,25.04776,121.50612,25.0241,121.50289
捷運中山站(2號出口),捷運民權西路站(3號出口),177,25.05228,121.52176,25.06129,121.52021
捷運市政府站(3號出口),福德國小,126,25.04084,121.56789,25.03846,121.58618
吳興公車總站,泰和公園,529,25.02388,121.56984,25.0193,121.57105
捷運南港展覽館站(5號出口),松山車站,193,25.05469,121.61669,25.0489,121.57841
捷運永春站(2號出口),松山高中,166,25.0405,121.57538,25.0433,121.5638
基隆忠孝路口西南側,捷運小巨蛋站(2號出口),100,25.04108,121.5629,25.05157,121.55118
基隆忠孝路口西南側,成功國宅,151,25.04108,121.5629,25.02681,121.54668
松山路292巷口,虎林永吉路口,274,25.0432,121.57789,25.04519,121.57712
基隆忠孝路口西南側,捷運永春站(2號出口),126,25.04108,121.5629,25.0405,121.57538
捷運市政府站(4號出口),捷運永春站(2號出口),190,25.04146,121.56731,25.0405,121.57538
福德國小,福德國小公車站,197,25.03846,121.58618,25.03929,121.58755
信義廣場(台北101),松仁路95巷口,146,25.03306,121.5662,25.03656,121.56866
市民東興路口,臺北南山廣場_1,185,25.0484,121.56586,25.03404,121.56598
和平龍泉街口,臺北南山廣場_1,169,25.02638,121.52971,25.03404,121.56598
捷運南京三民站(1號出口),捷運市政府站(3號出口),120,25.05155,121.5636,25.04084,121.56789
寶興長泰街口(西南角),萬大路486巷口,243,25.0216,121.49597,25.01975,121.4973
國興青年路口,青年公園籃球場,246,25.02594,121.50651,25.02085,121.50539
華江高中,葫蘆國小(延平北路五段285巷),296,25.02744,121.49619,25.08406,121.5067
永樂市場,西本願寺廣場,218,25.05454,121.51052,25.04099,121.50769
西本願寺廣場,青年公園3號出口,194,25.04099,121.50769,25.02273,121.50271
圓環站,西本願寺廣場,183,25.05369,121.51418,25.04099,121.50769
捷運龍山寺站(1號出口),永樂市場,278,25.03535,121.49938,25.05454,121.51052
捷運龍山寺站(1號出口),青年公園棒球場,131,25.03535,121.49938,25.0241,121.50289
臺大水源修齊會館,臺大水源舍區A棟,338,25.01411,121.52997,25.01493,121.53044
臺大樂學館東側,臺大農業陳列館北側,219,25.01793,121.53585,25.01839,121.53404
捷運公館站(2號出口),臺大椰林小舖,289,25.01491,121.53438,25.01561,121.53583
捷運公館站(3號出口),臺大椰林小舖,232,25.01551,121.53374,25.01561,121.53583
臺大教研館北側,臺灣科技大學側門,218,25.01337,121.53909,25.01295,121.53973
捷運公館站(3號出口),臺大總圖書館西南側,209,25.01551,121.53374,25.0169,121.54031
捷運公館站(2號出口),捷運麟光站(2號出口),196,25.01491,121.53438,25.0181,121.55929
臺大動物醫院前,臺灣科技大學側門,130,25.01576,121.54291,25.01295,121.53973
忠誠路二段53巷,蘭雅公園,187,25.11127,121.53244,25.10991,121.53039
興安合江路口,興安華城,192,25.05619,121.53949,25.05606,121.54175
中山行政中心,捷運中山國中站,303,25.06432,121.53349,25.06106,121.54406
中崙高中,捷運南京三民站(2號出口),553,25.04878,121.56087,25.05136,121.56283
捷運南京三民站(1號出口),新東街51巷口,328,25.05155,121.5636,25.0615,121.56332
木新路3段95巷口,汀州思源街口東南側,160,24.98088,121.56313,25.014697,121.531908
捷運六張犁站,捷運忠孝新生站(4號出口),103,25.02397,121.55266,25.04239,121.53324
市民延吉街口,復源公園,256,25.0444,121.55397,25.04634,121.5542
捷運永春站(2號出口),松山路292巷口,374,25.0405,121.57538,25.0432,121.57789
新生長春路口,林森長春路口,257,25.05639,121.52752,25.05497,121.52536
捷運大湖公園站(2號出口),捷運葫洲站(1號出口),162,25.08395,121.60185,25.07249,121.60796
捷運大安森林公園站(5號出口),捷運東門站(5號出口),305,25.03336,121.5364,25.03363,121.52962
太原廣場,忠孝西重慶南路口,163,25.04925,121.51468,25.04724,121.51272
下埤公園,捷運中山國中站,442,25.06682,121.54213,25.06106,121.54406
新生南路三段82號前,臺灣科技大學後門,191,25.01894,121.53361,25.01182,121.54165
羅斯福路三段311號前,臺灣科技大學後門,185,25.01717,121.53202,25.01182,121.54165
捷運公館站(2號出口),臺大黑森林西側,292,25.01491,121.53438,25.01995,121.54347
捷運公館站(2號出口),臺灣科技大學側門,830,25.01491,121.53438,25.01295,121.53973
捷運公館站(2號出口),臺大共同教室東南側,356,25.01491,121.53438,25.01566,121.53786
臺灣科技大學側門,臺灣科技大學後門,1775,25.01295,121.53973,25.01182,121.54165
新生南路三段66號前,臺灣科技大學後門,121,25.01976,121.53384,25.01182,121.54165
捷運六張犁站,臥龍基隆路口,170,25.02397,121.55266,25.02039,121.54853
捷運六張犁站,捷運景美站(2號出口),121,25.02397,121.55266,24.99366,121.54124
幸安國小(仁愛路),新生南路一段119巷口,350,25.03753,121.53523,25.04003,121.53299
捷運忠孝敦化站(7號出口),龍門廣場,361,25.04159,121.54937,25.04092,121.54825
仁愛安和路口,光華商場,106,25.03754,121.55285,25.04478,121.53274
信義大安路口(信維大樓),信義敦化路口,251,25.03317,121.54639,25.03333,121.54977
捷運台北101/世貿站(2號出口),捷運大安森林公園站(2號出口),400,25.0327,121.56157,25.03332,121.53435
基隆光復路口,捷運國父紀念館站(2號出口),101,25.03005,121.55764,25.04122,121.55745
捷運國父紀念館站(2號出口),松山車站,209,25.04122,121.55745,25.0489,121.57841
捷運信義安和站(4號出口),臨江公園,241,25.03305,121.55378,25.02832,121.55592
捷運信義安和站(1號出口),捷運信義安和站(4號出口),862,25.03331,121.55265,25.03305,121.55378
復興南路二段128巷口,捷運國父紀念館站(2號出口),101,25.02861,121.54336,25.04122,121.55745
捷運國父紀念館站(2號出口),捷運東門站(5號出口),184,25.04122,121.55745,25.03363,121.52962
捷運東門站(5號出口),捷運臺電大樓站(4號出口),143,25.03363,121.52962,25.02102,121.52751
捷運公館站(3號出口),臺大黑森林西側,207,25.01551,121.53374,25.01995,121.54347
士商路40巷口,捷運劍潭站(1號出口),134,25.09013,121.52054,25.08577,121.52531
捷運忠孝敦化站(7號出口),林森公園,103,25.04159,121.54937,25.05223,121.52581
捷運公館站(3號出口),臺大共同教室東南側,178,25.01551,121.53374,25.01566,121.53786
大安運動中心,臺北市立圖書館(總館),155,25.02054,121.54561,25.02895,121.5379
信義敦化路口,臺北遠企購物中心,103,25.03333,121.54977,25.02709,121.54902
捷運臺電大樓站(1號出口),捷運臺電大樓站(2號出口)_1,199,25.0197,121.529,25.02055,121.52855
捷運圓山站(1號出口),捷運松山站(1號出口),129,25.07133,121.52024,25.05014,121.57692
捷運圓山站(1號出口),饒河疏散門(基四號疏散門),994,25.07133,121.52024,25.05147,121.57683
捷運大橋頭站(2號出口),永樂市場,630,25.06314,121.51308,25.05454,121.51052
大稻埕公園,捷運大橋頭站(2號出口),237,25.05915,121.51033,25.06314,121.51308
捷運雙連站(2號出口),重慶保安街口(家樂福重慶店),292,25.05826,121.52063,25.05918,121.51373
永樂市場,華西公園,315,25.05454,121.51052,25.03852,121.49881
圓山線形公園,民族玉門街口,188,25.06867,121.51993,25.06873,121.52003
圓環站,重慶長安路口,368,25.05369,121.51418,25.0515,121.51398
國順公園,民權延平路口(西北側),101,25.06594,121.51078,25.06326,121.51099
大稻埕碼頭,聯合醫院中興院區,288,25.05662,121.50783,25.05205,121.50818
大稻埕碼頭,捷運龍山寺站(1號出口)_1,392,25.05662,121.50783,25.03548,121.50026
大稻埕碼頭,西本願寺廣場,524,25.05662,121.50783,25.04099,121.50769
士林區農會社子分部,大稻埕碼頭,206,25.08912,121.5049,25.05662,121.50783
捷運圓山站(2號出口),葫蘆國小,150,25.07182,121.51929,25.08254,121.5075
圓環站,承德鄭州路口(市民高架下),157,25.05369,121.51418,25.04879,121.51626
中山天母路口,蘭雅國小,223,25.11856,121.52964,25.10775,121.52312
前港公園(福德宮),福港街停車場,106,25.08671,121.52096,25.08695,121.51901
劍潭抽水站,捷運劍潭站(2號出口),505,25.08128,121.51784,25.08388,121.52535
兒童新樂園,關渡宮,122,25.09631,121.51449,25.11739,121.46288
士林高商,捷運劍潭站(1號出口),130,25.09435,121.51702,25.08577,121.52531
忠誠路一段173巷口,捷運芝山站(1號出口),268,25.10813,121.5304,25.10225,121.52286
華江高中,葫蘆國小,318,25.02744,121.49619,25.08254,121.5075
社子國小_1,社子島島頭公園,216,25.09029,121.50189,25.10893,121.46639
大稻埕碼頭,社子島島頭公園,2173,25.05662,121.50783,25.10893,121.46639
民族延平路口,葫蘆國小(延平北路五段285巷),129,25.06864,121.5107,25.08406,121.5067
西園艋舺路口,雙園國中,123,25.03267,121.49757,25.02673,121.49176
捷運龍山寺站(1號出口),西本願寺廣場,411,25.03535,121.49938,25.04099,121.50769
吳興公車總站,捷運市政府站(3號出口),503,25.02388,121.56984,25.04084,121.56789
信義連雲街口,捷運台北101/世貿站(2號出口),225,25.03377,121.53041,25.0327,121.56157
萬大路486巷口,萬大路493巷,140,25.01975,121.4973,25.01975,121.4992
國興水源路口,捷運六張犁站,126,25.02297,121.50845,25.02397,121.55266
青年公園3號出口,青年公園高爾夫球場,173,25.02273,121.50271,25.02481,121.50755
國興中華路口,青年公園高爾夫球場,358,25.02485,121.50898,25.02481,121.50755
國興青年路口,青年公園3號出口,685,25.02594,121.50651,25.02273,121.50271
國興青年路口,青年公園高爾夫球場,746,25.02594,121.50651,25.02481,121.50755
台北市災害應變中心,臺北醫學大學,303,25.02868,121.56672,25.02668,121.56175
泰和公園,臺北醫學大學,259,25.0193,121.57105,25.02668,121.56175
師範大學公館校區_1,臺北醫學大學,128,25.00753,121.53719,25.02668,121.56175
捷運信義安和站(4號出口),臺北醫學大學,197,25.03305,121.55378,25.02668,121.56175
三興公園,臨江街夜市(基隆路),115,25.02868,121.55932,25.02931,121.55721
三興公園,自來水園區,248,25.02868,121.55932,25.01328,121.53004
松友公園,松德站,303,25.03423,121.57636,25.03162,121.57396
三民公園(塔悠路),松德站,113,25.06241,121.56831,25.03162,121.57396
捷運象山站(2號出口),松仁路253巷3弄,376,25.03222,121.56974,25.02678,121.56884
吳興公車總站,捷運象山站(2號出口),610,25.02388,121.56984,25.03222,121.56974
台北市災害應變中心,捷運象山站(2號出口),223,25.02868,121.56672,25.03222,121.56974
捷運忠孝敦化站(2號出口),象山公園,177,25.04153,121.5524,25.02863,121.56981
松仁路253巷3弄,象山公園,378,25.02678,121.56884,25.02863,121.56981
捷運永春站(2號出口),松德路200巷,500,25.0405,121.57538,25.03471,121.57301
捷運象山站(3號出口),松德路200巷,516,25.03295,121.5712,25.03471,121.57301
松仁路95巷口,松德路200巷,149,25.03656,121.56866,25.03471,121.57301
捷運大安站(5號出口),捷運科技大樓站,200,25.03303,121.54372,25.02605,121.5436
捷運大安站(5號出口),福德國小,239,25.03303,121.54372,25.03846,121.58618
市立圖書館葫蘆堵分館,延平國宅,117,25.08217,121.51074,25.07894,121.51121
延平國宅,麗山國小,223,25.07894,121.51121,25.0826,121.57158
延平國宅,華西公園,175,25.07894,121.51121,25.03852,121.49881
臺北孔廟,臺北市立圖書館大同分館,155,25.07378,121.51583,25.0741,121.51349
捷運大橋頭站(2號出口),臺北市立圖書館大同分館,134,25.06314,121.51308,25.0741,121.51349
民族延平路口,臺北轉運站(華陰街),327,25.06864,121.5107,25.04937,121.51914
捷運圓山站(2號出口),重慶酒泉街口,437,25.07182,121.51929,25.07158,121.51368
永樂市場,陳天來故居,284,25.05454,121.51052,25.05601,121.50895
大稻埕碼頭,陳天來故居,358,25.05662,121.50783,25.05601,121.50895
大龍公園,臺北孔廟,165,25.07049,121.51596,25.07378,121.51583
永樂市場,臺北孔廟,206,25.05454,121.51052,25.07378,121.51583
臺北孔廟,重慶國中,165,25.07378,121.51583,25.07567,121.51862
捷運圓山站(1號出口),捷運圓山站(2號出口),957,25.07133,121.52024,25.07182,121.51929
捷運圓山站(1號出口),濱江街199巷口,390,25.07133,121.52024,25.0734,121.53985
捷運圓山站(1號出口),第二果菜批發市場,241,25.07133,121.52024,25.06642,121.53735
承德昌吉街口,捷運圓山站(1號出口),133,25.06587,121.51847,25.07133,121.52024
捷運圓山站(1號出口),酒泉延平路口,214,25.07133,121.52024,25.0722,121.51057
大稻埕碼頭,捷運圓山站(1號出口),440,25.05662,121.50783,25.07133,121.52024
捷運圓山站(1號出口),新生公園,178,25.07133,121.52024,25.06839,121.53032
市立圖書館葫蘆堵分館,捷運圓山站(1號出口),284,25.08217,121.51074,25.07133,121.52024
捷運圓山站(1號出口),榮星花園,102,25.07133,121.52024,25.06424,121.54037
台北數位產業園區,捷運圓山站(1號出口),490,25.07447,121.52003,25.07133,121.52024
延平國宅,捷運圓山站(1號出口),331,25.07894,121.51121,25.07133,121.52024
華齡公園,酒泉延平路口,105,25.08302,121.52069,25.0722,121.51057
酒泉延平路口,重慶酒泉街口,282,25.0722,121.51057,25.07158,121.51368
臺北孔廟,重慶北路三段383巷口,180,25.07378,121.51583,25.07598,121.51409
大稻埕公園,延平涼州街口,237,25.05915,121.51033,25.06092,121.51126
大稻埕公園,大稻埕碼頭,456,25.05915,121.51033,25.05662,121.50783
大稻埕公園,捷運北門站(3號出口),364,25.05915,121.51033,25.04991,121.5104
大稻埕公園,忠孝西重慶南路口,118,25.05915,121.51033,25.04724,121.51272
大稻埕公園,開封西寧路口,129,25.05915,121.51033,25.04662,121.50717
大稻埕公園,華西公園,151,25.05915,121.51033,25.03852,121.49881
中山堂,捷運西門站(5號出口),308,25.04412,121.51025,25.04244,121.50864
大龍公園,大龍峒社會住宅,204,25.07049,121.51596,25.0708,121.51826
捷運大橋頭站(1A出口),捷運大橋頭站(2號出口),531,25.06325,121.51162,25.06314,121.51308
捷運大橋頭站(2號出口),重慶酒泉街口,271,25.06314,121.51308,25.07158,121.51368
捷運中山站(2號出口),捷運大橋頭站(2號出口),164,25.05228,121.52176,25.06314,121.51308
捷運大橋頭站(2號出口),樹德公園_1,218,25.06314,121.51308,25.06669,121.51615
捷運大橋頭站(2號出口),臺北孔廟,134,25.06314,121.51308,25.07378,121.51583
捷運大橋頭站(2號出口),民權國中(民權西路),259,25.06314,121.51308,25.06322,121.5144
延平涼州街口,捷運大橋頭站(1A出口),106,25.06092,121.51126,25.06325,121.51162
中全公園,民生光復路口,162,25.0382,121.57495,25.05834,121.55496
中全公園,松山車站,324,25.0382,121.57495,25.0489,121.57841
中全公園,永吉松信路口,112,25.0382,121.57495,25.04548,121.57207
中全公園,松德虎林街口,416,25.0382,121.57495,25.0383,121.5762
台北市災害應變中心,捷運忠孝敦化站(7號出口),117,25.02868,121.56672,25.04159,121.54937
台北市災害應變中心,捷運忠孝敦化站(2號出口),152,25.02868,121.56672,25.04153,121.5524
台北市災害應變中心,玉成公園,151,25.02868,121.56672,25.04281,121.58613
捷運小巨蛋站(5號出口),林森公園,106,25.05176,121.55352,25.05223,121.52581
林森公園,樹德公園_1,100,25.05223,121.52581,25.06669,121.51615
南京林森路口(東南側),林森公園,744,25.05201,121.52556,25.05223,121.52581
林森公園,林森長春路口,517,25.05223,121.52581,25.05497,121.52536
捷運雙連站(2號出口),林森公園,129,25.05826,121.52063,25.05223,121.52581
復華公園,長春路258巷2弄口,122,25.05339,121.5401,25.05427,121.53896
捷運南京復興站(1號出口),興安合江路口,107,25.05253,121.54256,25.05619,121.53949
捷運中山站(2號出口),捷運南京復興站(8號出口),129,25.05228,121.52176,25.05196,121.5433
捷運劍南路站(1號出口),文湖國小,124,25.08519,121.55498,25.08637,121.56088
捷運劍南路站(1號出口),捷運劍南路站(2號出口),285,25.08519,121.55498,25.08401,121.55535
敬業三樂群三路口(西北側),舊宗新湖三路口,102,25.08272,121.55624,25.06321,121.57681
中山北路二段62巷口,捷運中山站(2號出口),129,25.05676,121.52268,25.05228,121.52176
捷運劍南路站(2號出口),文湖街21巷118弄口,239,25.08401,121.55535,25.09122,121.55961
捷運圓山站(1號出口),文湖國小,171,25.07133,121.52024,25.08637,121.56088
九華公園,文湖國小,288,25.08844,121.56122,25.08637,121.56088
忠孝西重慶南路口,華山文創園區,153,25.04724,121.51272,25.04367,121.52849
捷運忠孝敦化站(7號出口),華山文創園區,128,25.04159,121.54937,25.04367,121.52849
捷運中山站(2號出口),捷運善導寺站(1號出口),112,25.05228,121.52176,25.04527,121.5222
徐州杭州路口,濟南紹興路口,119,25.04023,121.52565,25.04193,121.52459
林森仁愛路口,臺大男八舍東側,127,25.03915,121.52163,25.01729,121.54531
中正運動中心,牯嶺公園,173,25.03786,121.51985,25.02338,121.51889
信義杭州路口,捷運東門站(5號出口),272,25.0357,121.5241,25.03363,121.52962
信義杭州路口,金山信義路口,432,25.0357,121.5241,25.03443,121.52721
捷運善導寺站(3號出口),濟南紹興路口,121,25.04428,121.52336,25.04193,121.52459
國家圖書館,捷運中正紀念堂站(6號出口),196,25.03763,121.51709,25.03615,121.5166
市民金山路口,林森長春路口,101,25.0459,121.53068,25.05497,121.52536
捷運西門站(3號出口),聯合醫院和平院區,124,25.04178,121.50869,25.03516,121.50641
桂林昆明街口,聯合醫院和平院區,139,25.03811,121.50362,25.03516,121.50641
信義大安路口(信維大樓),聯合醫院和平院區,114,25.03317,121.54639,25.03516,121.50641
中華桂林路口,聯合醫院和平院區,183,25.03771,121.50662,25.03516,121.50641
中山堂,捷運龍山寺站(1號出口)_1,100,25.04412,121.51025,25.03548,121.50026
中山堂,中華漢口街口,406,25.04412,121.51025,25.04533,121.50944
中華漢口街口,捷運西門站(5號出口),183,25.04533,121.50944,25.04244,121.50864
中華桂林路口,中華漢口街口,158,25.03771,121.50662,25.04533,121.50944
捷運信義安和站(4號出口),捷運臺大醫院站(4號出口),297,25.03305,121.55378,25.04297,121.51643
中山堂,捷運臺大醫院站(4號出口),264,25.04412,121.51025,25.04297,121.51643
和平新生路口西南側,捷運臺大醫院站(4號出口),140,25.02598,121.53454,25.04297,121.51643
南京遼寧街口,捷運臺大醫院站(4號出口),101,25.05176,121.54217,25.04297,121.51643
捷運忠孝復興站(2號出口),捷運臺大醫院站(4號出口),168,25.04035,121.5436,25.04297,121.51643
捷運臺大醫院站(4號出口),羅斯福三段金門街口,135,25.04297,121.51643,25.02345,121.52498
捷運臺大醫院站(4號出口),新生和平路口東北側,125,25.04297,121.51643,25.02657,121.53515
南昌公園,捷運臺大醫院站(4號出口),106,25.02698,121.52081,25.04297,121.51643
捷運中山站(2號出口),捷運臺大醫院站(4號出口),184,25.05228,121.52176,25.04297,121.51643
大安高工,捷運臺大醫院站(4號出口),116,25.03126,121.54339,25.04297,121.51643
信義路三段134巷口,捷運臺大醫院站(4號出口),105,25.03333,121.53968,25.04297,121.51643
捷運臺大醫院站(4號出口),臺大水源舍區A棟,117,25.04297,121.51643,25.01493,121.53044
捷運信義安和站(2號出口),捷運臺大醫院站(4號出口),173,25.03304,121.55171,25.04297,121.51643
捷運公館站(4號出口),捷運臺大醫院站(4號出口),181,25.015069,121.533828,25.04297,121.51643
捷運臺大醫院站(4號出口),牯嶺公園,196,25.04297,121.51643,25.02338,121.51889
建國和平路口西北側,新生和平路口東北側,549,25.02606,121.53738,25.02657,121.53515
新生和平路口東北側,龍門廣場,134,25.02657,121.53515,25.04092,121.54825
捷運東門站(5號出口),新生和平路口東北側,339,25.03363,121.52962,25.02657,121.53515
捷運大安森林公園站(2號出口),新生和平路口東北側,526,25.03332,121.53435,25.02657,121.53515
捷運古亭站(5號出口),新生和平路口東北側,110,25.02715,121.52293,25.02657,121.53515
建國和平路口西北側,捷運東門站(5號出口),317,25.02606,121.53738,25.03363,121.52962
建國和平路口西北側,復興南路二段128巷口,115,25.02606,121.53738,25.02861,121.54336
建國和平路口西北側,臺北市立圖書館(總館),602,25.02606,121.53738,25.02895,121.5379
捷運忠孝復興站(2號出口),金華公園,113,25.04035,121.5436,25.02984,121.53107
信義連雲街口,金華公園,340,25.03377,121.53041,25.02984,121.53107
捷運東門站(5號出口),金華公園,1530,25.03363,121.52962,25.02984,121.53107
捷運東門站(3號出口),金華公園,207,25.03383,121.52815,25.02984,121.53107
捷運大安森林公園站(2號出口),捷運東門站(3號出口),146,25.03332,121.53435,25.03383,121.52815
全安公園,安和路二段181巷口,196,25.02535,121.55101,25.02721,121.54988
民生立體停車場,臨江街夜市(通化街101巷口),207,25.05846,121.55947,25.02952,121.55406
臨江街夜市(通化街101巷口),臺北醫學大學,119,25.02952,121.55406,25.02668,121.56175
敦化南京路口(東北側),臨江街夜市(通化街101巷口),254,25.05226,121.54926,25.02952,121.55406
吳興公車總站,臨江街夜市(基隆路),146,25.02388,121.56984,25.02931,121.55721
台北科技大學億光大樓,臺北科技大學(電機工程系),178,25.04177,121.53833,25.04196,121.53653
信義連雲街口,新生南路一段119巷口,179,25.03377,121.53041,25.04003,121.53299
新生南路一段119巷口,臺北遠企購物中心,177,25.04003,121.53299,25.02709,121.54902
捷運忠孝新生站(6號出口),新生南路一段119巷口,294,25.04091,121.53295,25.04003,121.53299
幸安國小(仁愛路),捷運大安森林公園站(2號出口),152,25.03753,121.53523,25.03332,121.53435
捷運大安森林公園站(5號出口),民榮公園,161,25.03336,121.5364,25.03534,121.5354
