Station1,Station2,Frequency,Station1_lat,Station1_lon,Station2_lat,Station2_lon
捷運永春站(2號出口),臺北南山廣場_1,2108,25.0405,121.57538,25.03404,121.56598
臺北南山廣場_1,興雅松仁路口,8104,25.03404,121.56598,25.0401,121.56822
三張犁,臺北南山廣場_1,1332,25.03452,121.5576,25.03404,121.56598
松高路(信義新天地A4館),臺北南山廣場_1,1887,25.03918,121.56654,25.03404,121.56598
松勤莊敬路口,臺北南山廣場_1,2186,25.03203,121.5615,25.03404,121.56598
景聯廣場,臺北南山廣場_1,2862,25.03214,121.55974,25.03404,121.56598
景勤二號公園(西南側),臺北南山廣場_1,1057,25.02605,121.5577,25.03404,121.56598
松山工農,臺北南山廣場_1,1208,25.03961,121.57199,25.03404,121.56598
信義基隆路口,臺北南山廣場_1,2037,25.03321,121.55873,25.03404,121.56598
松德路200巷,臺北南山廣場_1,1818,25.03471,121.57301,25.03404,121.56598
嘉興街175巷口,臺北南山廣場_1,625,25.02811,121.55671,25.03404,121.56598
松德虎林街口,臺北南山廣場_1,1155,25.0383,121.5762,25.03404,121.56598
景平公園,臺北南山廣場_1,1387,25.02976,121.5642,25.03404,121.56598
市府松高路口,臺北南山廣場_1,1107,25.03899,121.56369,25.03404,121.56598
捷運市政府站(3號出口),臺北南山廣場_1,6951,25.04084,121.56789,25.03404,121.56598
捷運信義安和站(1號出口),臺北南山廣場_1,1052,25.03331,121.55265,25.03404,121.56598
仁愛路四段496巷口,臺北南山廣場_1,825,25.03745,121.5602,25.03404,121.56598
松仁路95巷口,臺北南山廣場_1,2004,25.03656,121.56866,25.03404,121.56598
捷運國父紀念館站(2號出口),景聯廣場,664,25.04122,121.55745,25.03214,121.55974
市府松高路口,景聯廣場,1326,25.03899,121.56369,25.03214,121.55974
信義廣場(台北101),景聯廣場,1720,25.03306,121.5662,25.03214,121.55974
三興國小,景聯廣場,1150,25.02969,121.55766,25.03214,121.55974
嘉興街175巷口,景聯廣場,650,25.02811,121.55671,25.03214,121.55974
捷運台北101/世貿站(3號出口),景聯廣場,1092,25.03275,121.56337,25.03214,121.55974
市民松信路口,捷運市政府站(3號出口),967,25.04927,121.57205,25.04084,121.56789
吳興街260巷,捷運市政府站(3號出口),2812,25.02606,121.5631,25.04084,121.56789
捷運市政府站(3號出口),永吉公園,1631,25.04084,121.56789,25.04345,121.57539
捷運市政府站(3號出口),春光公園,1708,25.04084,121.56789,25.0427,121.58112
捷運南京三民站(3號出口),捷運市政府站(3號出口),1136,25.05129,121.56426,25.04084,121.56789
世貿三館,捷運市政府站(3號出口),804,25.03511,121.56369,25.04084,121.56789
捷運市政府站(3號出口),松德公園,1807,25.04084,121.56789,25.03657,121.57349
捷運市政府站(3號出口),松山家商(林口街),1014,25.04084,121.56789,25.03593,121.57906
寶清公園,捷運市政府站(3號出口),656,25.05198,121.5681,25.04084,121.56789
捷運市政府站(3號出口),景新公園,840,25.04084,121.56789,25.03003,121.56287
光復南路22巷口,捷運市政府站(3號出口),1016,25.04693,121.55771,25.04084,121.56789
捷運市政府站(3號出口),松德路200巷,1788,25.04084,121.56789,25.03471,121.57301
捷運市政府站(3號出口),捷運後山埤站(2號出口),665,25.04084,121.56789,25.04395,121.58184
基隆路一段101巷口,捷運市政府站(3號出口),1290,25.04516,121.56702,25.04084,121.56789
捷運市政府站(3號出口),松仁松平路口,853,25.04084,121.56789,25.03047,121.56838
捷運市政府站(3號出口),景聯廣場,677,25.04084,121.56789,25.03214,121.55974
吳興街394巷口,捷運市政府站(3號出口),1078,25.02474,121.56741,25.04084,121.56789
市民廣場,捷運市政府站(3號出口),624,25.03599,121.56218,25.04084,121.56789
捷運市政府站(3號出口),松山工農,3764,25.04084,121.56789,25.03961,121.57199
捷運台北101/世貿站(5號出口),捷運市政府站(3號出口),1389,25.03338,121.56333,25.04084,121.56789
捷運南京三民站(2號出口),捷運市政府站(3號出口),699,25.05136,121.56283,25.04084,121.56789
下埤公園,民有一號公園,686,25.06682,121.54213,25.06095,121.54731
五常國中,捷運中山國中站,10143,25.06505,121.54366,25.06106,121.54406
榮星花園,民生敦化路口,991,25.06424,121.54037,25.05804,121.54897
榮星花園,民權東路三段106巷口,1529,25.06424,121.54037,25.062,121.54472
榮星花園,興安華城,1490,25.06424,121.54037,25.05606,121.54175
南京遼寧街口,榮星花園,807,25.05176,121.54217,25.06424,121.54037
國立臺北大學(臺北校區),榮星花園,934,25.05794,121.54244,25.06424,121.54037
榮星花園,民有一號公園,2583,25.06424,121.54037,25.06095,121.54731
榮星花園,民福三號綠地,600,25.06424,121.54037,25.06374,121.54767
榮星花園,民權復興路口,986,25.06424,121.54037,25.0622,121.54565
捷運中山國小站(4號出口),民權建國路口,704,25.06283,121.52697,25.06251,121.53765
民權建國路口,興安華城,711,25.06251,121.53765,25.05606,121.54175
捷運中山國中站,民權建國路口,4917,25.06106,121.54406,25.06251,121.53765
民權建國路口,第二果菜批發市場,3493,25.06251,121.53765,25.06642,121.53735
民權建國路口,民權復興路口,660,25.06251,121.53765,25.0622,121.54565
下埤公園,民權建國路口,1031,25.06682,121.54213,25.06251,121.53765
大同運動中心,撫順公園,1046,25.06496,121.51608,25.06416,121.52203
大同運動中心,大稻埕公園,694,25.06496,121.51608,25.05915,121.51033
樹德公園_1,重慶保安街口(家樂福重慶店),1030,25.06669,121.51615,25.05918,121.51373
捷運中山站(2號出口),重慶保安街口(家樂福重慶店),709,25.05228,121.52176,25.05918,121.51373
捷運民權西路站(3號出口),重慶保安街口(家樂福重慶店),1707,25.06129,121.52021,25.05918,121.51373
成淵高中,重慶保安街口(家樂福重慶店),1095,25.06036,121.51996,25.05918,121.51373
林森長春路口,重慶保安街口(家樂福重慶店),625,25.05497,121.52536,25.05918,121.51373
捷運中山站(5號出口),重慶保安街口(家樂福重慶店),2068,25.05296,121.51938,25.05918,121.51373
新興公園,重慶保安街口(家樂福重慶店),600,25.06157,121.52439,25.05918,121.51373
太原五原路口,重慶保安街口(家樂福重慶店),673,25.05646,121.51698,25.05918,121.51373
永盛公園(民生東路一段23巷),重慶保安街口(家樂福重慶店),613,25.05873,121.52488,25.05918,121.51373
重慶保安街口(家樂福重慶店),重慶民族路口,1320,25.05918,121.51373,25.06853,121.51359
國順公園,重慶保安街口(家樂福重慶店),999,25.06594,121.51078,25.05918,121.51373
大稻埕碼頭,太原五原路口,1275,25.05662,121.50783,25.05646,121.51698
大稻埕碼頭,華西公園,1816,25.05662,121.50783,25.03852,121.49881
大稻埕碼頭,開封西寧路口,886,25.05662,121.50783,25.04662,121.50717
大稻埕碼頭,朝陽公園,922,25.05662,121.50783,25.05592,121.51367
大稻埕碼頭,民權迪化街口,722,25.05662,121.50783,25.06327,121.50943
大稻埕碼頭,捷運大橋頭站(2號出口),1470,25.05662,121.50783,25.06314,121.51308
南京太原路口,歸綏戲曲公園,907,25.05366,121.51638,25.05805,121.51353
捷運中山站(5號出口),歸綏戲曲公園,2633,25.05296,121.51938,25.05805,121.51353
捷運中山站(2號出口),歸綏戲曲公園,621,25.05228,121.52176,25.05805,121.51353
大同運動中心,民權國中(民權西路),843,25.06496,121.51608,25.06322,121.5144
國順公園,承德民權路口,699,25.06594,121.51078,25.06247,121.51839
承德民權路口,樹德公園,1026,25.06247,121.51839,25.06647,121.5165
承德民權路口,承德民生西路口,2301,25.06247,121.51839,25.05756,121.51828
承德民權路口,重慶保安街口(家樂福重慶店),1089,25.06247,121.51839,25.05918,121.51373
南京太原路口,承德民權路口,844,25.05366,121.51638,25.06247,121.51839
南京太原路口,永樂市場,1378,25.05366,121.51638,25.05454,121.51052
南京太原路口,太原五原路口,812,25.05366,121.51638,25.05646,121.51698
南京太原路口,重慶保安街口(家樂福重慶店),974,25.05366,121.51638,25.05918,121.51373
太原五原路口,捷運中山站(2號出口),1477,25.05646,121.51698,25.05228,121.52176
太原五原路口,捷運民權西路站(3號出口),789,25.05646,121.51698,25.06129,121.52021
太原五原路口,林森長春路口,1119,25.05646,121.51698,25.05497,121.52536
太原五原路口,臺北轉運站(華陰街),1998,25.05646,121.51698,25.04937,121.51914
捷運中山站(2號出口),臺北轉運站(華陰街),2286,25.05228,121.52176,25.04937,121.51914
捷運善導寺站(1號出口),臺北轉運站(華陰街),900,25.04527,121.5222,25.04937,121.51914
捷運中山站(5號出口),臺北轉運站(華陰街),1151,25.05296,121.51938,25.04937,121.51914
大稻埕公園,臺北轉運站(華陰街),732,25.05915,121.51033,25.04937,121.51914
臺北轉運站(華陰街),重慶保安街口(家樂福重慶店),888,25.04937,121.51914,25.05918,121.51373
市民金山路口,臺北轉運站(華陰街),998,25.0459,121.53068,25.04937,121.51914
捷運中山站(2號出口),捷運民權西路站(3號出口),1106,25.05228,121.52176,25.06129,121.52021
捷運民權西路站(3號出口),永盛公園(民生東路一段23巷),1044,25.06129,121.52021,25.05873,121.52488
承德昌吉街口,捷運民權西路站(3號出口),765,25.06587,121.51847,25.06129,121.52021
捷運中山站(2號出口),捷運中山站(5號出口),895,25.05228,121.52176,25.05296,121.51938
捷運大安森林公園站(5號出口),臺灣師範大學(圖書館),1086,25.03336,121.5364,25.0266,121.52973
捷運大安森林公園站(5號出口),捷運大安站(4號出口),1203,25.03336,121.5364,25.0332,121.5439
信義敦化路口,捷運大安森林公園站(5號出口),792,25.03333,121.54977,25.03336,121.5364
捷運大安森林公園站(5號出口),臨江街夜市(通化街101巷口),625,25.03336,121.5364,25.02952,121.55406
國北教大實小東側門,捷運大安森林公園站(5號出口),1196,25.02429,121.54124,25.03336,121.5364
信義路三段134巷口,捷運大安森林公園站(5號出口),1514,25.03333,121.53968,25.03336,121.5364
信義建國路口,捷運大安森林公園站(5號出口),1097,25.0328,121.53746,25.03336,121.5364
和平東建國南路口,捷運大安森林公園站(5號出口),9547,25.02575,121.5377,25.03336,121.5364
捷運大安森林公園站(5號出口),新生和平路口東北側,2474,25.03336,121.5364,25.02657,121.53515
捷運信義安和站(4號出口),捷運大安森林公園站(5號出口),1016,25.03305,121.55378,25.03336,121.5364
和平龍泉街口,捷運大安森林公園站(5號出口),981,25.02638,121.52971,25.03336,121.5364
和平泰順街口,捷運大安森林公園站(5號出口),800,25.02621,121.53171,25.03336,121.5364
信義建國路口,捷運大安站(3號出口),1326,25.0328,121.53746,25.03328,121.5425
信義建國路口,捷運東門站(3號出口),943,25.0328,121.53746,25.03383,121.52815
信義建國路口,捷運公館站(3號出口),743,25.0328,121.53746,25.01551,121.53374
信義建國路口,捷運東門站(5號出口),3160,25.0328,121.53746,25.03363,121.52962
信義建國路口,和平東建國南路口,2114,25.0328,121.53746,25.02575,121.5377
信義建國路口,捷運大安站(4號出口),1427,25.0328,121.53746,25.0332,121.5439
和平金山路口,和平龍泉街口,5383,25.02669,121.52529,25.02638,121.52971
信義建國路口,臺北市立圖書館(總館),7995,25.0328,121.53746,25.02895,121.5379
信義建國路口,捷運信義安和站(4號出口),1553,25.0328,121.53746,25.03305,121.55378
捷運大安站(6號出口),東豐公園,1232,25.03479,121.54376,25.03569,121.5451
仁愛安和路口,東豐公園,666,25.03754,121.55285,25.03569,121.5451
捷運大安站(4號出口),東豐公園,1158,25.0332,121.5439,25.03569,121.5451
德安公園(四維路66巷),捷運忠孝敦化站(7號出口),965,25.03473,121.54767,25.04159,121.54937
德安公園(四維路66巷),捷運大安站(6號出口),1364,25.03473,121.54767,25.03479,121.54376
捷運忠孝復興站(5號出口),朱崙商場,1417,25.04262,121.54443,25.04762,121.54043
復興市民路口,捷運忠孝復興站(5號出口),2117,25.04585,121.54375,25.04262,121.54443
捷運忠孝復興站(5號出口),敦化八德路口,645,25.04262,121.54443,25.04802,121.54864
市民復興路口(東南側),捷運忠孝復興站(5號出口),1891,25.04472,121.54401,25.04262,121.54443
捷運忠孝復興站(5號出口),興安華城,803,25.04262,121.54443,25.05606,121.54175
捷運忠孝敦化站(2號出口),敦化南京路口(東北側),615,25.04153,121.5524,25.05226,121.54926
仁愛路四段496巷口,捷運忠孝敦化站(2號出口),1412,25.03745,121.5602,25.04153,121.5524
光信公園(光復南路456巷),捷運忠孝敦化站(2號出口),707,25.03513,121.5561,25.04153,121.5524
八德路三段74巷口,捷運忠孝敦化站(2號出口),1375,25.04459,121.55252,25.04153,121.5524
信義路四段199巷,捷運忠孝敦化站(2號出口),818,25.03459,121.55164,25.04153,121.5524
仁愛延吉街口,捷運忠孝敦化站(2號出口),1472,25.03748,121.55564,25.04153,121.5524
捷運忠孝敦化站(2號出口),臺北市藝文推廣處,1462,25.04153,121.5524,25.04826,121.55235
忠孝東路四段49巷口,捷運忠孝敦化站(2號出口),805,25.04172,121.54541,25.04153,121.5524
復興市民路口,捷運忠孝敦化站(2號出口),687,25.04585,121.54375,25.04153,121.5524
市民延吉街口,捷運忠孝敦化站(2號出口),1194,25.0444,121.55397,25.04153,121.5524
復源公園,捷運忠孝敦化站(2號出口),1812,25.04634,121.5542,25.04153,121.5524
捷運忠孝敦化站(2號出口),松智松壽路口,720,25.04153,121.5524,25.03607,121.56535
捷運國父紀念館站(2號出口),捷運忠孝敦化站(7號出口),1059,25.04122,121.55745,25.04159,121.54937
捷運信義安和站(1號出口),捷運忠孝敦化站(7號出口),1244,25.03331,121.55265,25.04159,121.54937
忠孝東路六段278巷口,捷運松山站(4號出口),872,25.04916,121.58906,25.04987,121.57785
仁愛路四段48巷口,捷運忠孝敦化站(7號出口),1206,25.03609,121.54709,25.04159,121.54937
捷運忠孝敦化站(7號出口),敦化八德路口,4503,25.04159,121.54937,25.04802,121.54864
捷運忠孝敦化站(7號出口),敦化長春路口,918,25.04159,121.54937,25.0536,121.54871
八德路三段8巷口,捷運忠孝敦化站(7號出口),1754,25.04488,121.54992,25.04159,121.54937
捷運信義安和站(2號出口),捷運忠孝敦化站(7號出口),1370,25.03304,121.55171,25.04159,121.54937
捷運忠孝敦化站(7號出口),朱崙商場,1068,25.04159,121.54937,25.04762,121.54043
捷運忠孝敦化站(7號出口),臺北市藝文推廣處,1664,25.04159,121.54937,25.04826,121.55235
仁愛敦南圓環(西北側),捷運忠孝敦化站(7號出口),1080,25.03827,121.54802,25.04159,121.54937
忠孝東路三段217巷口,捷運忠孝敦化站(7號出口),747,25.04176,121.54027,25.04159,121.54937
捷運忠孝敦化站(7號出口),民生國小(敦化北路199巷),746,25.04159,121.54937,25.05633,121.55286
捷運忠孝敦化站(7號出口),敦化南路二段81巷,1179,25.04159,121.54937,25.03002,121.54893
仁愛路四段122巷口,捷運忠孝敦化站(7號出口),1662,25.03762,121.55009,25.04159,121.54937
捷運國父紀念館站(1號出口),捷運忠孝敦化站(7號出口),791,25.04205,121.55657,25.04159,121.54937
捷運東門站(5號出口),瑞安街208巷,1203,25.03363,121.52962,25.02979,121.54053
信義路三段134巷口,瑞安街208巷,1344,25.03333,121.53968,25.02979,121.54053
捷運六張犁站,樂利路21巷口,2883,25.02397,121.55266,25.0277,121.55132
捷運國父紀念館站(2號出口),捷運永春站(2號出口),786,25.04122,121.55745,25.0405,121.57538
市民廣場,捷運國父紀念館站(2號出口),1418,25.03599,121.56218,25.04122,121.55745
仁愛延吉街口,捷運國父紀念館站(2號出口),15730,25.03748,121.55564,25.04122,121.55745
世貿三館,捷運國父紀念館站(2號出口),1133,25.03511,121.56369,25.04122,121.55745
捷運信義安和站(1號出口),捷運國父紀念館站(2號出口),2185,25.03331,121.55265,25.04122,121.55745
市府松高路口,捷運國父紀念館站(2號出口),2271,25.03899,121.56369,25.04122,121.55745
信義廣場(台北101),捷運國父紀念館站(2號出口),642,25.03306,121.5662,25.04122,121.55745
捷運國父紀念館站(2號出口),松高路(信義新天地A4館),788,25.04122,121.55745,25.03918,121.56654
捷運南京三民站(2號出口),捷運國父紀念館站(2號出口),789,25.05136,121.56283,25.04122,121.55745
捷運國父紀念館站(2號出口),松智松壽路口,1436,25.04122,121.55745,25.03607,121.56535
復源公園,捷運國父紀念館站(2號出口),1040,25.04634,121.5542,25.04122,121.55745
捷運國父紀念館站(2號出口),捷運市政府站(4號出口),1040,25.04122,121.55745,25.04146,121.56731
捷運六張犁站,捷運國父紀念館站(2號出口),735,25.02397,121.55266,25.04122,121.55745
中崙高中,捷運國父紀念館站(2號出口),1673,25.04878,121.56087,25.04122,121.55745
仁愛逸仙路口,捷運國父紀念館站(2號出口),2805,25.03771,121.56124,25.04122,121.55745
仁愛醫院,臺北市立圖書館(總館),2011,25.03756,121.54587,25.02895,121.5379
仁愛醫院,捷運忠孝敦化站(2號出口),887,25.03756,121.54587,25.04153,121.5524
三張犁,仁愛醫院,830,25.03452,121.5576,25.03756,121.54587
仁愛醫院,捷運大安站(3號出口),1804,25.03756,121.54587,25.03328,121.5425
仁愛醫院,忠孝東路四段49巷口,910,25.03756,121.54587,25.04172,121.54541
仁愛醫院,瑞安街208巷,685,25.03756,121.54587,25.02979,121.54053
仁愛醫院,捷運忠孝敦化站(7號出口),1077,25.03756,121.54587,25.04159,121.54937
仁愛醫院,捷運大安站(6號出口),4976,25.03756,121.54587,25.03479,121.54376
仁愛醫院,復興市民路口,984,25.03756,121.54587,25.04585,121.54375
仁愛醫院,忠孝東路三段217巷口,1399,25.03756,121.54587,25.04176,121.54027
仁愛醫院,捷運國父紀念館站(2號出口),641,25.03756,121.54587,25.04122,121.55745
仁愛醫院,復興南路一段126巷口,1128,25.03756,121.54587,25.04311,121.54313
信義廣場(台北101),捷運信義安和站(4號出口),1765,25.03306,121.5662,25.03305,121.55378
捷運信義安和站(4號出口),捷運大安站(3號出口),1207,25.03305,121.55378,25.03328,121.5425
仁愛敦南圓環(西北側),捷運信義安和站(4號出口),960,25.03827,121.54802,25.03305,121.55378
信義路三段134巷口,捷運信義安和站(4號出口),2028,25.03333,121.53968,25.03305,121.55378
捷運信義安和站(4號出口),臺北市立圖書館(總館),1083,25.03305,121.55378,25.02895,121.5379
吳興公車總站,捷運信義安和站(4號出口),793,25.02388,121.56984,25.03305,121.55378
捷運信義安和站(4號出口),臺北醫學大學,1460,25.03305,121.55378,25.02668,121.56175
捷運信義安和站(4號出口),松智松壽路口,1190,25.03305,121.55378,25.03607,121.56535
捷運信義安和站(4號出口),敦化南路二段81巷,891,25.03305,121.55378,25.03002,121.54893
捷運信義安和站(4號出口),法治公園,6285,25.03305,121.55378,25.02694,121.55325
大安高工,捷運信義安和站(4號出口),626,25.03126,121.54339,25.03305,121.55378
仁愛路四段496巷口,捷運信義安和站(4號出口),1424,25.03745,121.5602,25.03305,121.55378
市府松高路口,捷運信義安和站(4號出口),1733,25.03899,121.56369,25.03305,121.55378
捷運信義安和站(4號出口),捷運國父紀念館站(1號出口),638,25.03305,121.55378,25.04205,121.55657
捷運信義安和站(4號出口),敦化南路二段103巷口,3927,25.03305,121.55378,25.0287,121.54904
捷運信義安和站(4號出口),景勤二號公園(西南側),704,25.03305,121.55378,25.02605,121.5577
仁愛路四段122巷口,捷運信義安和站(4號出口),813,25.03762,121.55009,25.03305,121.55378
成功國宅,捷運信義安和站(4號出口),1210,25.02681,121.54668,25.03305,121.55378
捷運中山站(5號出口),林森長春路口,3180,25.05296,121.51938,25.05497,121.52536
承德民權路口,捷運中山站(5號出口),900,25.06247,121.51839,25.05296,121.51938
捷運中山站(5號出口),陳天來故居,608,25.05296,121.51938,25.05601,121.50895
捷運中山站(5號出口),重慶長安路口,1999,25.05296,121.51938,25.0515,121.51398
大稻埕碼頭,捷運中山站(5號出口),835,25.05662,121.50783,25.05296,121.51938
承德民生西路口,捷運中山站(5號出口),1266,25.05756,121.51828,25.05296,121.51938
捷運中山站(5號出口),捷運民權西路站(3號出口),854,25.05296,121.51938,25.06129,121.52021
捷運中山站(5號出口),蔣渭水紀念公園,1387,25.05296,121.51938,25.06011,121.51729
南京新生路口,捷運中山站(5號出口),1231,25.05194,121.52766,25.05296,121.51938
重慶長安路口,開封西寧路口,1232,25.0515,121.51398,25.04662,121.50717
忠孝西重慶南路口,重慶長安路口,1288,25.04724,121.51272,25.0515,121.51398
捷運臺北車站(M2出口),重慶長安路口,728,25.04821,121.51903,25.0515,121.51398
承德昌吉街口,撫順街41巷(崇德宮前),1076,25.06587,121.51847,25.06389,121.51916
承德昌吉街口,撫順公園,683,25.06587,121.51847,25.06416,121.52203
承德昌吉街口,捷運民權西路站(2號出口),1061,25.06587,121.51847,25.06174,121.51969
延平北路五段257巷15弄口,捷運圓山站(2號出口),804,25.08408,121.50959,25.07182,121.51929
捷運圓山站(1號出口),捷運圓山站(2號出口),984,25.07133,121.52024,25.07182,121.51929
捷運圓山站(2號出口),海光公園南側,815,25.07182,121.51929,25.08036,121.5084
樹德公園_1,民權國中(民權西路),901,25.06669,121.51615,25.06322,121.5144
捷運民權西路站(2號出口),樹德公園_1,2382,25.06174,121.51969,25.06669,121.51615
撫順街41巷(崇德宮前),樹德公園_1,1159,25.06389,121.51916,25.06669,121.51615
南京太原路口,承德鄭州路口(市民高架下),937,25.05366,121.51638,25.04879,121.51626
捷運民權西路站(2號出口),雙蓮國小,735,25.06174,121.51969,25.06157,121.51683
捷運中山國中站,松江路431巷口,1649,25.06106,121.54406,25.06585,121.53338
中山行政中心,松江路431巷口,727,25.06432,121.53349,25.06585,121.53338
捷運行天宮站(1號出口),新喜公園,874,25.05867,121.53305,25.06533,121.53177
吉林路407巷口,第二果菜批發市場,933,25.06595,121.53041,25.06642,121.53735
吉林路407巷口,農安雙城街口,679,25.06595,121.53041,25.06491,121.52449
捷運行天宮站(3號出口),民族松江路口,1251,25.05992,121.5333,25.06833,121.5328
中山公民會館,中山北路二段59巷口,768,25.06185,121.5226,25.05606,121.5229
捷運松江南京站(4號出口),渭水八德路口,906,25.0512,121.53312,25.04573,121.53508
南京伊通街口,捷運中山站(2號出口),1094,25.05189,121.53517,25.05228,121.52176
一江公園,捷運中山站(2號出口),780,25.05316,121.53146,25.05228,121.52176
捷運中山站(2號出口),華山公園,1504,25.05228,121.52176,25.0471,121.5277
捷運中山站(2號出口),錦州吉林路口,841,25.05228,121.52176,25.06028,121.52991
中山農安街口,捷運中山站(2號出口),1321,25.0651,121.5224,25.05228,121.52176
捷運中山站(2號出口),新生長春路口,706,25.05228,121.52176,25.05639,121.52752
捷運中山站(2號出口),捷運松江南京站(4號出口),666,25.05228,121.52176,25.0512,121.53312
捷運中山站(2號出口),新興公園,1369,25.05228,121.52176,25.06157,121.52439
捷運中山站(2號出口),松江路132巷口,765,25.05228,121.52176,25.05277,121.53013
中山北路二段59巷口,捷運中山站(2號出口),2960,25.05606,121.5229,25.05228,121.52176
南京遼寧街口,捷運中山站(2號出口),873,25.05176,121.54217,25.05228,121.52176
市民林森路口,捷運中山站(2號出口),3094,25.04796,121.52439,25.05228,121.52176
捷運中山站(2號出口),臺北市國父史蹟館(逸仙公園),662,25.05228,121.52176,25.04779,121.52042
中山北路二段62巷口,捷運中山站(2號出口),1478,25.05676,121.52268,25.05228,121.52176
撫順公園,林森德惠街口,939,25.06416,121.52203,25.06688,121.5257
捷運中山站(2號出口),撫順公園,1053,25.05228,121.52176,25.06416,121.52203
撫順公園,永盛公園(民生東路一段23巷),730,25.06416,121.52203,25.05873,121.52488
撫順公園,樹德公園_1,666,25.06416,121.52203,25.06669,121.51615
捷運行天宮站(3號出口),新生公園,604,25.05992,121.5333,25.06839,121.53032
捷運行天宮站(1號出口),林森長春路口,1089,25.05867,121.53305,25.05497,121.52536
南京新生路口,捷運行天宮站(1號出口),734,25.05194,121.52766,25.05867,121.53305
捷運行天宮站(1號出口),新生長春路口,631,25.05867,121.53305,25.05639,121.52752
捷運中山國中站,捷運行天宮站(1號出口),1659,25.06106,121.54406,25.05867,121.53305
捷運行天宮站(1號出口),民族松江路口,654,25.05867,121.53305,25.06833,121.5328
中原民生路口,捷運行天宮站(1號出口),1921,25.05808,121.52887,25.05867,121.53305
捷運松江南京站(8號出口),捷運行天宮站(1號出口),1429,25.05215,121.53276,25.05867,121.53305
國立臺北大學(臺北校區),捷運行天宮站(1號出口),1914,25.05794,121.54244,25.05867,121.53305
中山行政中心,捷運行天宮站(1號出口),2586,25.06432,121.53349,25.05867,121.53305
吉林路123巷口,捷運行天宮站(1號出口),1003,25.05731,121.53021,25.05867,121.53305
捷運中山國小站(4號出口),捷運行天宮站(1號出口),647,25.06283,121.52697,25.05867,121.53305
捷運行天宮站(1號出口),民生復興路口,651,25.05867,121.53305,25.05764,121.54443
林森長春路口,永盛公園(民生東路一段23巷),2458,25.05497,121.52536,25.05873,121.52488
林森長春路口,民權吉林路口(南側),629,25.05497,121.52536,25.06245,121.53043
南京新生路口,林森長春路口,1404,25.05194,121.52766,25.05497,121.52536
捷運松江南京站(8號出口),林森長春路口,1679,25.05215,121.53276,25.05497,121.52536
捷運民權西路站(3號出口),林森長春路口,1293,25.06129,121.52021,25.05497,121.52536
林森北平路口,林森長春路口,921,25.04659,121.52377,25.05497,121.52536
松江長春路口,林森長春路口,1419,25.05499,121.53295,25.05497,121.52536
林森長春路口,長春一江街口,779,25.05497,121.52536,25.05488,121.53142
建國長春路口(北側),林森長春路口,1021,25.05476,121.53693,25.05497,121.52536
南京伊通街口,林森長春路口,681,25.05189,121.53517,25.05497,121.52536
松江公園,林森長春路口,1031,25.05025,121.53273,25.05497,121.52536
捷運臺北車站(M2出口),林森長春路口,2274,25.04821,121.51903,25.05497,121.52536
新生農安街口,林森長春路口,726,25.06493,121.52778,25.05497,121.52536
台泥大樓,林森長春路口,1001,25.06142,121.52305,25.05497,121.52536
捷運行天宮站(3號出口),松江路77巷口,809,25.05992,121.5333,25.04985,121.53312
市民新生路口,捷運忠孝新生站(1號出口),2069,25.04611,121.53193,25.04272,121.53207
民權吉林路口,永盛公園(民生東路一段23巷),672,25.06269,121.53061,25.05873,121.52488
新生德惠街口,民權吉林路口,602,25.06652,121.52762,25.06269,121.53061
中山農安街口,台泥大樓,1505,25.0651,121.5224,25.06142,121.52305
中山農安街口,捷運中山站(5號出口),661,25.0651,121.5224,25.05296,121.51938
中山農安街口,捷運民權西路站(3號出口),1328,25.0651,121.5224,25.06129,121.52021
中山農安街口,民族玉門街口,896,25.0651,121.5224,25.06873,121.52003
捷運行政大樓,臺北轉運站(華陰街),1490,25.05575,121.52168,25.04937,121.51914
捷運中山站(2號出口),捷運行政大樓,695,25.05228,121.52176,25.05575,121.52168
中吉公園(松江路188巷),松江民生路口,609,25.0568,121.53191,25.05765,121.53299
吉林路123巷口,松江民生路口,1285,25.05731,121.53021,25.05765,121.53299
中原民生路口,捷運中山國小站(2號出口),916,25.05808,121.52887,25.06246,121.52705
南京遼寧街口,國立臺北大學(臺北校區),3590,25.05176,121.54217,25.05794,121.54244
國立臺北大學(臺北校區),民生建國路口,649,25.05794,121.54244,25.05778,121.53692
國立臺北大學(臺北校區),民生敦化路口,1934,25.05794,121.54244,25.05804,121.54897
國立臺北大學(臺北校區),捷運松江南京站(7號出口),691,25.05794,121.54244,25.05246,121.5332
國立臺北大學(臺北校區),江寧公園,610,25.05794,121.54244,25.0614,121.53929
中山行政中心,錦州吉林路口,1232,25.06432,121.53349,25.06028,121.52991
南京新生路口,錦州吉林路口,966,25.05194,121.52766,25.06028,121.52991
第二果菜批發市場,錦州吉林路口,600,25.06642,121.53735,25.06028,121.52991
中原公園,錦州吉林路口,715,25.05583,121.52821,25.06028,121.52991
永盛公園(民生東路一段23巷),錦州吉林路口,1176,25.05873,121.52488,25.06028,121.52991
林森公園,錦州吉林路口,690,25.05223,121.52581,25.06028,121.52991
五分埔公園,福德國小,896,25.04719,121.58058,25.03846,121.58618
五分埔公園,捷運松山站(4號出口),819,25.04719,121.58058,25.04987,121.57785
五分埔公園,松山車站,624,25.04719,121.58058,25.0489,121.57841
松仁路121巷口,松仁路305號,891,25.03476,121.56865,25.02306,121.57036
