Station1,Station2,Frequency,Station1_lat,Station1_lon,Station2_lat,Station2_lon
捷運景美站(2號出口),景華街128巷口,15673,24.99366,121.54124,24.99543,121.54725
捷運辛亥站,興旺公園,5781,25.00467,121.55684,25.00587,121.55012
捷運萬隆站(2號出口),興福國中,4827,25.00144,121.53983,25.00465,121.54916
捷運萬隆站(4號出口),興福國中,989,25.0027,121.53861,25.00465,121.54916
捷運萬隆站(4號出口),景美運動公園,832,25.0027,121.53861,25.00219,121.54454
師範大學公館校區,捷運公館站(4號出口),1280,25.00792,121.53731,25.015069,121.533828
仙跡岩登山口(景興路),景興路42巷口,634,24.99118,121.5436,24.99696,121.54454
捷運木柵站,秀明路一段185巷口,767,24.99798,121.57455,24.99151,121.56836
捷運萬芳社區站,文山行政中心,1438,24.99886,121.56769,24.98959,121.56959
文山運動中心,木柵光輝路口,985,24.99676,121.5596,24.98816,121.55528
景行公園,興豐公園,1700,24.99279,121.54255,24.99982,121.54761
興福國中,興豐公園,1150,25.00465,121.54916,24.99982,121.54761
忠順區民活動中心,永安藝文館-表演36房,1064,24.98471,121.56332,24.98414,121.56907
捷運木柵站,文山行政中心,2584,24.99798,121.57455,24.98959,121.56959
捷運萬隆站(2號出口),萬有3號公園,13283,25.00144,121.53983,24.99889,121.5433
文山第二行政中心,興豐公園,675,25.00115,121.55142,24.99982,121.54761
捷運景美站(2號出口),文山第二行政中心,2343,24.99366,121.54124,25.00115,121.55142
捷運動物園站(2號出口),萬興國小,2077,24.99766,121.57875,24.98939,121.57682
捷運景美站(2號出口),試院公園,1551,24.99366,121.54124,24.98808,121.54723
捷運公館站(1號出口),臺灣科技大學後門,6707,25.014529,121.534374,25.01182,121.54165
捷運公館站(1號出口),臺灣科技大學側門,5479,25.014529,121.534374,25.01295,121.53973
捷運公館站(4號出口),臺灣科技大學後門,2529,25.015069,121.533828,25.01182,121.54165
捷運公館站(4號出口),臺灣科技大學側門,2209,25.015069,121.533828,25.01295,121.53973
捷運古亭站(9號出口),王貫英先生紀念圖書館,959,25.02694,121.52224,25.02266,121.52362
和平龍泉街口,捷運古亭站(9號出口),3890,25.02638,121.52971,25.02694,121.52224
捷運古亭站(9號出口),龍興里活動中心,1142,25.02694,121.52224,25.02815,121.51108
捷運古亭站(2號出口),捷運臺電大樓站(1號出口),990,25.0255,121.52346,25.0197,121.529
捷運古亭站(2號出口),河堤國小,7830,25.0255,121.52346,25.02277,121.52289
捷運古亭站(2號出口),紀州庵,22117,25.0255,121.52346,25.02092,121.52049
師大水源路口,捷運臺電大樓站(4號出口),1315,25.0203,121.52302,25.02102,121.52751
南昌公園,牯嶺公園,3637,25.02698,121.52081,25.02338,121.51889
捷運古亭站(2號出口),牯嶺公園,34919,25.0255,121.52346,25.02338,121.51889
和平重慶路口,捷運古亭站(8號出口),21477,25.02723,121.51659,25.02701,121.52164
捷運古亭站(8號出口),螢橋國小,8178,25.02701,121.52164,25.02609,121.51389
南昌公園,國興青年路口,627,25.02698,121.52081,25.02594,121.50651
南昌公園,郵政博物館,865,25.02698,121.52081,25.03158,121.51464
南昌公園,和平重慶路口,11317,25.02698,121.52081,25.02723,121.51659
和平重慶路口,愛國金山路口,771,25.02723,121.51659,25.03164,121.52661
和平重慶路口,捷運古亭站(9號出口),2600,25.02723,121.51659,25.02694,121.52224
捷運古亭站(7號出口),羅斯福路二段6巷口,1701,25.02805,121.52155,25.02923,121.52058
捷運中正紀念堂站(4號出口),林森徐州路口,771,25.03376,121.51772,25.04094,121.52215
中華桂林路口,捷運中正紀念堂站(4號出口),841,25.03771,121.50662,25.03376,121.51772
南昌公園,螢橋國小,6580,25.02698,121.52081,25.02609,121.51389
捷運古亭站(9號出口),永昌公園,634,25.02694,121.52224,25.02643,121.50936
南機場夜市(中華路二段),古亭國中,1324,25.02886,121.50518,25.02442,121.5107
中華桂林路口,南機場夜市(中華路二段),1778,25.03771,121.50662,25.02886,121.50518
南機場夜市(中華路二段),青年公園高爾夫球場,926,25.02886,121.50518,25.02481,121.50755
南機場夜市(中華路二段),捷運小南門站(2號出口),2264,25.02886,121.50518,25.03567,121.51006
南機場夜市(中華路二段),青年公園棒球場,1430,25.02886,121.50518,25.0241,121.50289
華山文創園區,金山信義路口,811,25.04367,121.52849,25.03443,121.52721
捷運臺北車站(M2出口),華山文創園區,1211,25.04821,121.51903,25.04367,121.52849
中正運動中心,捷運中正紀念堂站(5號出口),7961,25.03786,121.51985,25.03526,121.5168
信義杭州路口,捷運中正紀念堂站(4號出口),1101,25.0357,121.5241,25.03376,121.51772
捷運善導寺站(3號出口),捷運臺大醫院站(4號出口),1115,25.04428,121.52336,25.04297,121.51643
南機場夜市(中華路二段),捷運小南門站(1號出口),982,25.02886,121.50518,25.03648,121.50951
中華桂林路口,捷運小南門站(1號出口),12348,25.03771,121.50662,25.03648,121.50951
捷運西門站(2號出口),聯合醫院和平院區,1332,25.0416,121.50842,25.03516,121.50641
寶慶博愛路口,捷運臺大醫院站(4號出口),1526,25.04129,121.5112,25.04297,121.51643
國家圖書館,捷運西門站(3號出口),777,25.03763,121.51709,25.04178,121.50869
市民金山路口,捷運臺北車站(M2出口),4345,25.0459,121.53068,25.04821,121.51903
市民金山路口,捷運中山站(2號出口),1408,25.0459,121.53068,25.05228,121.52176
南京林森路口(東南側),市民金山路口,648,25.05201,121.52556,25.0459,121.53068
聯合醫院和平院區,郵政博物館,1584,25.03516,121.50641,25.03158,121.51464
中華漢口街口,捷運西門站(5號出口),7205,25.04533,121.50944,25.04244,121.50864
中華路一段21巷口,永樂市場,791,25.04677,121.50989,25.05454,121.51052
中山徐州路口,臺大醫院兒童醫院,3856,25.04178,121.51907,25.04461,121.5188
信義連雲街口,建國和平路口西北側,1735,25.03377,121.53041,25.02606,121.53738
太原廣場,臺北轉運站,735,25.04925,121.51468,25.04842,121.51994
光華商場,臺北轉運站,2397,25.04478,121.53274,25.04842,121.51994
市民金山路口,臺北轉運站,2970,25.0459,121.53068,25.04842,121.51994
臺北轉運站,華山文創園區,1218,25.04842,121.51994,25.04367,121.52849
市民林森路口,臺北轉運站,3989,25.04796,121.52439,25.04842,121.51994
光華商場,捷運忠孝復興站(2號出口),1463,25.04478,121.53274,25.04035,121.5436
光華商場,松江公園,2281,25.04478,121.53274,25.05025,121.53273
光華商場,捷運東門站(5號出口),1019,25.04478,121.53274,25.03363,121.52962
捷運中正紀念堂站(5號出口),林森仁愛路口,1142,25.03526,121.5168,25.03915,121.52163
中正運動中心,金山信義路口,3982,25.03786,121.51985,25.03443,121.52721
金山信義路口,金甌女中,855,25.03443,121.52721,25.03519,121.5245
徐州杭州路口,捷運善導寺站(3號出口),1794,25.04023,121.52565,25.04428,121.52336
北平東杭州北路口,捷運臺北車站(M2出口),823,25.04553,121.52736,25.04821,121.51903
捷運西門站(5號出口),莒光郵局,715,25.04244,121.50864,25.03124,121.50122
捷運古亭站(6號出口),羅斯福寧波東街口,3343,25.0276,121.52217,25.03145,121.51941
和平金山路口,羅斯福寧波東街口,1043,25.02669,121.52529,25.03145,121.51941
捷運古亭站(5號出口),羅斯福寧波東街口,634,25.02715,121.52293,25.03145,121.51941
和平龍泉街口,羅斯福寧波東街口,996,25.02638,121.52971,25.03145,121.51941
仁愛林森路口,信義杭州路口,756,25.03895,121.52233,25.0357,121.5241
仁愛林森路口,捷運東門站(5號出口),1373,25.03895,121.52233,25.03363,121.52962
中華漢口街口,捷運西門站(3號出口),1094,25.04533,121.50944,25.04178,121.50869
捷運西門站(3號出口),永樂市場,626,25.04178,121.50869,25.05454,121.51052
中華桂林路口,捷運西門站(3號出口),10551,25.03771,121.50662,25.04178,121.50869
南機場夜市(中華路二段),捷運西門站(3號出口),2383,25.02886,121.50518,25.04178,121.50869
捷運中正紀念堂站(3號出口),龍興里活動中心,1766,25.03239,121.51866,25.02815,121.51108
南門國中,植物園,1028,25.03543,121.50834,25.0299,121.51033
捷運臺大醫院站(4號出口),郵政博物館,3527,25.04297,121.51643,25.03158,121.51464
中華桂林路口,郵政博物館,1392,25.03771,121.50662,25.03158,121.51464
捷運忠孝新生站(1號出口),華山文創園區,2303,25.04272,121.53207,25.04367,121.52849
市民金山路口,捷運忠孝新生站(1號出口),2232,25.0459,121.53068,25.04272,121.53207
臺大醫院兒童醫院,華山文創園區,626,25.04461,121.5188,25.04367,121.52849
忠孝西重慶南路口,捷運西門站(5號出口),2879,25.04724,121.51272,25.04244,121.50864
忠孝西重慶南路口,開封西寧路口,3256,25.04724,121.51272,25.04662,121.50717
捷運劍南路站(2號出口),樂群二明水路口,3166,25.08401,121.55535,25.08009,121.55226
北安大直街口,捷運劍南路站(1號出口),1718,25.08474,121.54968,25.08519,121.55498
捷運劍南路站(2號出口),敬業三樂群三路口(西北側),1019,25.08401,121.55535,25.08272,121.55624
中429公園,捷運劍南路站(2號出口),1890,25.07864,121.55557,25.08401,121.55535
捷運劍南路站(2號出口),樂群二敬業四路口,58121,25.08401,121.55535,25.07976,121.55813
捷運大直站(3號出口),樂群二敬業四路口,6174,25.07923,121.5473,25.07976,121.55813
復興市民路口,捷運忠孝復興站(2號出口),7265,25.04585,121.54375,25.04035,121.5436
復興市民路口,長春龍江路口,727,25.04585,121.54375,25.05473,121.54026
復興市民路口,龍門廣場,1500,25.04585,121.54375,25.04092,121.54825
台北科技大學億光大樓,復興市民路口,935,25.04177,121.53833,25.04585,121.54375
大安高工,復興市民路口,621,25.03126,121.54339,25.04585,121.54375
光華商場,南京遼寧街口,1082,25.04478,121.53274,25.05176,121.54217
內政部營建署,南京遼寧街口,4390,25.04769,121.5448,25.05176,121.54217
南京遼寧街口,復興市民路口,10521,25.05176,121.54217,25.04585,121.54375
捷運中山站(2號出口),新生長安路口,1796,25.05228,121.52176,25.04861,121.52935
市民林森路口,市民金山路口,1395,25.04796,121.52439,25.0459,121.53068
南京新生路口,捷運雙連站(2號出口),1152,25.05194,121.52766,25.05826,121.52063
光華商場,南京新生路口,2607,25.04478,121.53274,25.05194,121.52766
南京龍江路口,朱崙商場,1170,25.05205,121.54012,25.04762,121.54043
健康新城,民權運動公園,1039,25.05408,121.56095,25.062,121.56019
捷運小巨蛋站(5號出口)_1,敦化長春路口,874,25.05181,121.5521,25.0536,121.54871
復興北路514巷口東側,捷運中山國中站,11415,25.06597,121.54117,25.06106,121.54406
平安新城,捷運南京復興站(5號出口),631,25.05528,121.559,25.05168,121.54506
南京東路五段59巷口,捷運小巨蛋站(5號出口),1536,25.05163,121.55907,25.05176,121.55352
捷運市政府站(3號出口),象山公園,4813,25.04084,121.56789,25.02863,121.56981
吉林路407巷口,捷運行天宮站(3號出口),2238,25.06595,121.53041,25.05992,121.5333
大理高中,錦德公園,920,25.03124,121.49075,25.02332,121.49264
捷運古亭站(6號出口),羅斯福路三段311號前,709,25.0276,121.52217,25.01717,121.53202
台北市災害應變中心,臺北南山廣場_1,6868,25.02868,121.56672,25.03404,121.56598
捷運忠孝新生站(2號出口),濟南路二段8巷口,1501,25.04235,121.53222,25.04127,121.52697
仁愛金山路口(東南側),捷運東門站(5號出口),836,25.03811,121.52855,25.03363,121.52962
北安大直街口,捷運劍南路站(2號出口),4356,25.08474,121.54968,25.08401,121.55535
捷運劍南路站(2號出口),樂群二敬業三路口,15000,25.08401,121.55535,25.07985,121.55609
臺大法人語言訓練中心前,辛亥新生路口東南側,1944,25.02104,121.54081,25.02218,121.53474
市民松信路口,永吉松信路口,715,25.04927,121.57205,25.04548,121.57207
捷運象山站(2號出口),象山公園,42051,25.03222,121.56974,25.02863,121.56981
松仁路95巷口,松高路(信義新天地A4館),821,25.03656,121.56866,25.03918,121.56654
吳興公車總站,捷運台北101/世貿站(2號出口),3678,25.02388,121.56984,25.0327,121.56157
松山家商(林口街),松山車站,5672,25.03593,121.57906,25.0489,121.57841
捷運台北101/世貿站(2號出口),泰和里民活動中心,603,25.0327,121.56157,25.0213,121.57027
吳興街284巷(廣安宮),捷運六張犁站,1914,25.02326,121.56329,25.02397,121.55266
復華花園新城,西本願寺廣場,1753,25.02964,121.50258,25.04099,121.50769
忠德公園,捷運龍山寺站(1號出口),5957,25.02516,121.49604,25.03535,121.49938
捷運科技大樓站,臺大男六舍前,3506,25.02605,121.5436,25.01664,121.5452
基隆長興路口東側,臺灣科技大學後門,619,25.01727,121.54471,25.01182,121.54165
光復北路11巷口,捷運南京復興站(5號出口),1301,25.04937,121.558,25.05168,121.54506
捷運公館站(2號出口),臺大男一舍前,26825,25.01491,121.53438,25.01637,121.54535
復興南路二段128巷口,捷運大安站(4號出口),8133,25.02861,121.54336,25.0332,121.5439
捷運六張犁站,捷運麟光站(2號出口),2121,25.02397,121.55266,25.0181,121.55929
忠順區民活動中心,景文中學,1163,24.98471,121.56332,24.98574,121.56745
捷運劍潭站(2號出口),百齡國小,60327,25.08388,121.52535,25.08521,121.51918
中山天母路口,蘭雅公園,2301,25.11856,121.52964,25.10991,121.53039
中山天母路口,榮富公園,1489,25.11856,121.52964,25.1137,121.52437
捷運大安森林公園站(5號出口),敦親公園,4950,25.03336,121.5364,25.02347,121.54108
東園國小,青年公園3號出口,1377,25.02257,121.49807,25.02273,121.50271
中山天母路口,捷運芝山站(1號出口),1985,25.11856,121.52964,25.10225,121.52286
中山天母路口,北投運動中心,1147,25.11856,121.52964,25.11666,121.50962
捷運芝山站(2號出口),臺北市立大學(天母校區),971,25.10364,121.52219,25.11356,121.53718
捷運芝山站(2號出口)_1,蘭興公園,38335,25.10336,121.52263,25.11184,121.52589
捷運士林站(2號出口),華齡街185巷口,2214,25.09343,121.52642,25.08828,121.51985
捷運芝山站(2號出口),蘭興公園,3717,25.10364,121.52219,25.11184,121.52589
劍潭海外青年活動中心_1,捷運劍潭站(2號出口),16805,25.0796,121.5237,25.08388,121.52535
捷運中山國中站,第二果菜批發市場,10516,25.06106,121.54406,25.06642,121.53735
民權龍江路口,第二果菜批發市場,1427,25.06225,121.54107,25.06642,121.53735
中山行政中心,興安華城,633,25.06432,121.53349,25.05606,121.54175
捷運行天宮站(3號出口),興安華城,2284,25.05992,121.5333,25.05606,121.54175
興安合江路口,興安華城,838,25.05619,121.53949,25.05606,121.54175
內政部營建署,捷運中山國中站,1074,25.04769,121.5448,25.06106,121.54406
捷運中山國中站,民有一號公園,18620,25.06106,121.54406,25.06095,121.54731
捷運中山國中站,新喜公園,1190,25.06106,121.54406,25.06533,121.53177
捷運中山國中站,龍江錦州街口,9551,25.06106,121.54406,25.06045,121.54077
建國農安街口,捷運中山國中站,3799,25.06503,121.53678,25.06106,121.54406
國立臺北大學(臺北校區),捷運中山國中站,11550,25.05794,121.54244,25.06106,121.54406
吉林路407巷口,捷運中山國中站,818,25.06595,121.53041,25.06106,121.54406
下埤公園,捷運中山國中站,11867,25.06682,121.54213,25.06106,121.54406
捷運中山國中站,榮星花園,29352,25.06106,121.54406,25.06424,121.54037
捷運行天宮站(3號出口),龍江錦州街口,9492,25.05992,121.5333,25.06045,121.54077
榮星花園,龍江錦州街口,1373,25.06424,121.54037,25.06045,121.54077
南京新生路口,捷運松江南京站(7號出口),6282,25.05194,121.52766,25.05246,121.5332
南京建國路口,捷運松江南京站(7號出口),14649,25.05214,121.5368,25.05246,121.5332
復興市民路口,捷運松江南京站(7號出口),1036,25.04585,121.54375,25.05246,121.5332
捷運松江南京站(7號出口),江寧公園,1033,25.05246,121.5332,25.0614,121.53929
捷運松江南京站(7號出口),興安合江路口,2425,25.05246,121.5332,25.05619,121.53949
捷運行天宮站(3號出口),朱崙商場,918,25.05992,121.5333,25.04762,121.54043
內政部營建署,朱崙商場,2315,25.04769,121.5448,25.04762,121.54043
捷運松江南京站(4號出口),朱崙商場,1267,25.0512,121.53312,25.04762,121.54043
南京伊通街口,朱崙商場,1766,25.05189,121.53517,25.04762,121.54043
朱崙商場,興安華城,1390,25.04762,121.54043,25.05606,121.54175
復興市民路口,江寧公園,619,25.04585,121.54375,25.0614,121.53929
捷運行天宮站(3號出口),民權龍江路口,4109,25.05992,121.5333,25.06225,121.54107
捷運中山國中站,民權龍江路口,11249,25.06106,121.54406,25.06225,121.54107
榮星花園,民權龍江路口,1273,25.06424,121.54037,25.06225,121.54107
捷運行天宮站(3號出口),江寧公園,13096,25.05992,121.5333,25.0614,121.53929
捷運行天宮站(3號出口),民權建國路口(南側),8190,25.05992,121.5333,25.06228,121.53702
捷運行天宮站(3號出口),第二果菜批發市場,14094,25.05992,121.5333,25.06642,121.53735
中山行政中心,捷運行天宮站(3號出口),23487,25.06432,121.53349,25.05992,121.5333
捷運行天宮站(3號出口),長春龍江路口,682,25.05992,121.5333,25.05473,121.54026
捷運中山國中站,捷運行天宮站(3號出口),10861,25.06106,121.54406,25.05992,121.5333
南京新生路口,捷運行天宮站(3號出口),1672,25.05194,121.52766,25.05992,121.5333
建國農安街口,捷運行天宮站(3號出口),11446,25.06503,121.53678,25.05992,121.5333
五常國中,捷運行天宮站(3號出口),910,25.06505,121.54366,25.05992,121.5333
捷運行天宮站(3號出口),榮星花園,5700,25.05992,121.5333,25.06424,121.54037
捷運中山國小站(4號出口),民權吉林路口,4301,25.06283,121.52697,25.06269,121.53061
捷運中山國小站(4號出口),新生德惠街口,9089,25.06283,121.52697,25.06652,121.52762
中山行政中心,農安雙城街口,1063,25.06432,121.53349,25.06491,121.52449
撫順公園,臺北市立美術館,628,25.06416,121.52203,25.06987,121.52291
中山民族路口,撫順公園,1979,25.06816,121.52265,25.06416,121.52203
中山民族路口,捷運圓山站(1號出口),10695,25.06816,121.52265,25.07133,121.52024
南京林森路口(東南側),捷運中山站(2號出口),12902,25.05201,121.52556,25.05228,121.52176
仁德公園,捷運中山站(2號出口),1020,25.05337,121.5289,25.05228,121.52176
中原公園,捷運中山站(2號出口),1581,25.05583,121.52821,25.05228,121.52176
榮星花園,第二果菜批發市場,2425,25.06424,121.54037,25.06642,121.53735
捷運行天宮站(3號出口),民權建國路口,4902,25.05992,121.5333,25.06251,121.53765
捷運行天宮站(3號出口),松江路431巷口,14315,25.05992,121.5333,25.06585,121.53338
捷運中山國小站(4號出口),新喜公園,3020,25.06283,121.52697,25.06533,121.53177
台北數位產業園區,林安泰古厝,803,25.07447,121.52003,25.07154,121.53058
中山公民會館,捷運中山站(2號出口),1531,25.06185,121.5226,25.05228,121.52176
捷運中山站(2號出口),林森長春路口,16030,25.05228,121.52176,25.05497,121.52536
捷運中山站(2號出口),松江公園,954,25.05228,121.52176,25.05025,121.53273
圓環站,捷運中山站(2號出口),5672,25.05369,121.51418,25.05228,121.52176
捷運中山站(2號出口),捷運松江南京站(8號出口),1264,25.05228,121.52176,25.05215,121.53276
南京新生路口,捷運中山站(2號出口),11884,25.05194,121.52766,25.05228,121.52176
捷運圓山站(1號出口),新生公園,2026,25.07133,121.52024,25.06839,121.53032
林森長春路口,臺北轉運站(華陰街),2832,25.05497,121.52536,25.04937,121.51914
林森長春路口,臺北轉運站,2808,25.05497,121.52536,25.04842,121.51994
中山農安街口,林森長春路口,1133,25.0651,121.5224,25.05497,121.52536
中山農安街口,捷運雙連站(2號出口),1347,25.0651,121.5224,25.05826,121.52063
光復南路22巷口,基隆忠孝路口西南側,1849,25.04693,121.55771,25.04108,121.5629
吉林路123巷口,捷運松江南京站(8號出口),691,25.05731,121.53021,25.05215,121.53276
中原民生路口,捷運雙連站(2號出口),1233,25.05808,121.52887,25.05826,121.52063
國立臺北大學(臺北校區),民有一號公園,824,25.05794,121.54244,25.06095,121.54731
中山北路二段59巷口,林森公園,1378,25.05606,121.5229,25.05223,121.52581
中山北路二段59巷口,農安雙城街口,922,25.05606,121.5229,25.06491,121.52449
捷運雙連站(2號出口),永盛公園(民生東路一段23巷),6431,25.05826,121.52063,25.05873,121.52488
捷運中山站(2號出口),永盛公園(民生東路一段23巷),2958,25.05228,121.52176,25.05873,121.52488
新興公園,永盛公園(民生東路一段23巷),1087,25.06157,121.52439,25.05873,121.52488
林森公園,興安合江路口,915,25.05223,121.52581,25.05619,121.53949
復興北路514巷口東側,第二果菜批發市場,935,25.06597,121.54117,25.06642,121.53735
復興北路514巷口東側,江寧公園,1004,25.06597,121.54117,25.0614,121.53929
台泥大樓,捷運中山站(2號出口),1476,25.06142,121.52305,25.05228,121.52176
新興公園,林森長春路口,2341,25.06157,121.52439,25.05497,121.52536
南京龍江路口,復興市民路口,980,25.05205,121.54012,25.04585,121.54375
南京龍江路口,捷運南京復興站(8號出口),2351,25.05205,121.54012,25.05196,121.5433
圓山線形公園,撫順街41巷(崇德宮前),1032,25.06867,121.51993,25.06389,121.51916
劍潭社區_1,捷運大直站(1號出口),5976,25.08476,121.53789,25.0801,121.54708
光華商場,捷運松江南京站(4號出口),2437,25.04478,121.53274,25.0512,121.53312
捷運松江南京站(4號出口),捷運行天宮站(3號出口),1226,25.0512,121.53312,25.05992,121.5333
伊通長安路口,捷運松江南京站(4號出口),12942,25.04833,121.53469,25.0512,121.53312
捷運松江南京站(7號出口),松江民生路口,1617,25.05246,121.5332,25.05765,121.53299
吉林路123巷口,松江路132巷口,1111,25.05731,121.53021,25.05277,121.53013
中原公園,捷運松江南京站(8號出口),2608,25.05583,121.52821,25.05215,121.53276
光華商場,捷運松江南京站(8號出口),1725,25.04478,121.53274,25.05215,121.53276
捷運大直站(3號出口)_1,樂群二敬業四路口,2910,25.07934,121.54671,25.07976,121.55813
敬業三樂群三路口(西北側),樂群二明水路口_1,1315,25.08272,121.55624,25.07983,121.55236
捷運南京復興站(7號出口),長春龍江路口,1999,25.05278,121.54478,25.05473,121.54026
吉林路407巷口,民權新生路口,871,25.06595,121.53041,25.06305,121.52776
建國長春路口(北側),捷運松江南京站(7號出口),11803,25.05476,121.53693,25.05246,121.5332
中山行政中心,建國農安街口,1829,25.06432,121.53349,25.06503,121.53678
中山行政中心,林森長春路口,1021,25.06432,121.53349,25.05497,121.52536
南京伊通街口,林森公園,662,25.05189,121.53517,25.05223,121.52581
捷運南京復興站(1號出口),興安華城,12679,25.05253,121.54256,25.05606,121.54175
大直街94巷,捷運大直站(1號出口),3947,25.08431,121.54755,25.0801,121.54708
林森德惠街口,林森長春路口,1693,25.06688,121.5257,25.05497,121.52536
捷運劍南路站(1號出口),文湖街21巷118弄口,4372,25.08519,121.55498,25.09122,121.55961
敬業三樂群三路口(西北側),樂群二敬業三路口,1667,25.08272,121.55624,25.07985,121.55609
北勢湖環保公園,捷運西湖站(2號出口),1585,25.08378,121.56208,25.08205,121.56716
文湖街81巷10號西側,西康公園,848,25.08707,121.56406,25.08284,121.56449
捷運西湖站(1號出口),文湖街81巷10號西側,8907,25.08301,121.56638,25.08707,121.56406
捷運西湖站(1號出口),麗山國小,3866,25.08301,121.56638,25.0826,121.57158
大湖國小,捷運大湖公園站(2號出口),16385,25.08803,121.59958,25.08395,121.60185
康寧星雲街口,捷運文德站(2號出口),653,25.07958,121.59336,25.07842,121.58464
捷運西湖站(1號出口),環山路二段26巷口,3138,25.08301,121.56638,25.08598,121.572
環山路二段26巷口,麗山國小,815,25.08598,121.572,25.0826,121.57158
成功金龍路口,金瑞公園,9822,25.08436,121.59478,25.08785,121.5879
捷運內湖站(1號出口),金瑞公園,15499,25.08373,121.59406,25.08785,121.5879
捷運文德站(2號出口),文德二號公園(南側),2458,25.07842,121.58464,25.07504,121.58375
扶輪親恩公園,新湖三民善街口,1789,25.06709,121.58002,25.06286,121.57497
三軍總醫院,捷運文德站(2號出口),2987,25.07151,121.58991,25.07842,121.58464
捷運文德站(2號出口),碧湖公園(內湖路二段103巷),7140,25.07842,121.58464,25.08317,121.58109
捷運港墘站(2號出口),瑞光公共住宅(瑞光路),2158,25.07967,121.57584,25.07335,121.57951
捷運港墘站(2號出口),瑞陽公園,2834,25.07967,121.57584,25.07777,121.57961
捷運港墘站(2號出口),湖光國宅,3108,25.07967,121.57584,25.07538,121.58079
東湖國中,東湖國小,2508,25.07334,121.61962,25.06854,121.61532
捷運內湖站(1號出口),碧山公園,23027,25.08373,121.59406,25.0878,121.59227
湖光國宅,瑞湖陽光街口,888,25.07538,121.58079,25.07296,121.57603
三軍總醫院,下灣公園(成功路),660,25.07151,121.58991,25.06682,121.5907
捷運劍南路站(2號出口),西康二號公園,733,25.08401,121.55535,25.08503,121.5637
內湖路一段360巷,捷運西湖站(1號出口),1018,25.0812,121.57067,25.08301,121.56638
成功路三段83號前,捷運文德站(2號出口),3697,25.07823,121.5898,25.07842,121.58464
內湖路一段47巷,捷運劍南路站(1號出口),4249,25.08781,121.55872,25.08519,121.55498
康寧路三段189巷93弄口,捷運葫洲站(1號出口),2401,25.0735,121.61258,25.07249,121.60796
北投運動中心,文林建民路口,1025,25.11666,121.50962,25.10788,121.51457
捷運關渡站(1號出口),關渡醫院,19432,25.12397,121.46712,25.1203,121.4665
捷運關渡站(1號出口),關渡宮,8249,25.12397,121.46712,25.11739,121.46288
國防大學政治作戰學院,捷運復興崗站(1號出口),3167,25.13776,121.49345,25.1378,121.4863
國防大學政治作戰學院,捷運新北投站,1183,25.13776,121.49345,25.13733,121.50339
捷運新北投站,秀山區民活動中心,824,25.13733,121.50339,25.14582,121.49303
大業大同街口,捷運北投站(1號出口),25074,25.13691,121.49987,25.13258,121.49862
北投公園露天溫泉,捷運新北投站,1611,25.13684,121.50792,25.13733,121.50339
捷運北投站,捷運新北投站,1446,25.13187,121.499,25.13733,121.50339
捷運奇岩站(三合街),清江國小,53756,25.12634,121.50099,25.12725,121.50676
大業路300巷口,捷運奇岩站(三合街),3807,25.12814,121.49782,25.12634,121.50099
捷運唭哩岸站(2號出口),捷運奇岩站(三合街),819,25.12087,121.50523,25.12634,121.50099
大豐公園,清江國小,3361,25.13102,121.50408,25.12725,121.50676
捷運唭哩岸站(2號出口),立農國小,1165,25.12087,121.50523,25.11978,121.50422
北投運動中心,振興公園,777,25.11666,121.50962,25.11865,121.5235
北投運動中心,蘭興公園,1016,25.11666,121.50962,25.11184,121.52589
捷運石牌站(1號出口),陽明大學,6895,25.11542,121.51469,25.11912,121.51223
捷運石牌站(2號出口),臺北健康護理大學(教研大樓),12799,25.11451,121.51567,25.11857,121.51846
中山天母路口,捷運石牌站(2號出口),4996,25.11856,121.52964,25.11451,121.51567
台北護理大學,捷運石牌站(2號出口),4861,25.11752,121.51662,25.11451,121.51567
振興醫院,捷運明德站(3號出口),5971,25.11753,121.52186,25.11,121.51841
振興公園,捷運石牌站(2號出口),7024,25.11865,121.5235,25.11451,121.51567
北投運動中心,承德路七段280巷口,656,25.11666,121.50962,25.11587,121.50576
捷運明德站(3號出口),榮富公園,7027,25.11,121.51841,25.1137,121.52437
中央北路四段30巷口,捷運忠義站(1號出口),3375,25.13539,121.478,25.13149,121.47365
捷運明德站(3號出口),蘭興公園,3288,25.11,121.51841,25.11184,121.52589
大豐公園,捷運北投站(1號出口),7180,25.13102,121.50408,25.13258,121.49862
捷運北投站(1號出口),文化三杏林一路口,20056,25.13258,121.49862,25.14058,121.49915
奇岩4號綠地,捷運奇岩站(三合街),14972,25.12533,121.50573,25.12634,121.50099
捷運北投站(1號出口),豐年公園_1,8171,25.13258,121.49862,25.13597,121.49702
和信治癌中心醫院,捷運關渡站(1號出口),1599,25.12757,121.47207,25.12397,121.46712
北投公園露天溫泉,捷運新北投站(2號出口),1066,25.13684,121.50792,25.13675,121.50224
中和街493巷9弄口,捷運北投站(1號出口),2489,25.1439,121.49447,25.13258,121.49862
捷運北投站(1號出口),捷運新北投站,13765,25.13258,121.49862,25.13733,121.50339
大興光明路2巷口,捷運北投站(1號出口),693,25.13043,121.50017,25.13258,121.49862
北投運動中心,捷運唭哩岸站(1號出口),4251,25.11666,121.50962,25.12082,121.50727
捷運松山站(4號出口),玉成公園運動中心,607,25.04987,121.57785,25.04193,121.58493
